age,job,marital,education,default,balance,housing,loan,contact,campaign,pdays,previous,poutcome,y
56,3,1,2,0,1922,1,0,0,2,-1,0,0,0
34,7,1,1,0,145,0,1,0,2,-1,0,0,0
53,2,0,2,0,81,1,0,0,5,352,3,0,0
32,0,1,1,0,1661,1,0,0,1,209,2,0,0
51,1,1,0,0,165,1,0,1,2,-1,0,0,0
30,7,1,2,0,2025,1,0,0,1,-1,0,0,0
44,1,1,0,1,0,0,1,0,1,-1,0,0,0
29,0,1,2,0,238,0,0,0,1,78,3,2,0
58,5,1,1,0,1230,0,0,0,1,87,1,0,1
31,4,0,2,0,254,0,0,0,8,-1,0,0,1
55,9,1,1,0,2760,1,0,0,14,-1,0,0,0
24,8,2,1,0,1925,0,0,0,1,-1,0,0,1
34,4,2,2,0,13,1,0,0,2,-1,0,0,0
56,5,1,1,0,0,0,1,0,4,-1,0,0,0
53,9,1,1,0,2818,1,0,0,7,-1,0,0,0
43,4,1,1,0,-213,0,1,1,2,-1,0,0,0
56,0,1,1,0,0,1,0,1,2,-1,0,0,0
29,9,2,2,0,68,1,0,0,1,-1,0,0,0
40,7,1,1,0,56,1,0,0,3,-1,0,0,0
51,1,1,0,0,610,1,1,0,3,-1,0,0,0
32,4,2,2,0,1613,0,0,0,2,129,5,0,0
56,4,0,2,0,1016,1,0,0,5,-1,0,0,0
37,1,1,0,0,-212,1,0,0,3,352,1,1,0
30,9,1,1,0,764,0,0,0,2,-1,0,0,0
44,4,2,1,0,1239,0,0,0,4,-1,0,0,0
45,1,1,0,0,351,1,0,0,1,-1,0,0,0
37,3,1,2,0,166,1,0,0,1,-1,0,0,0
52,0,0,1,0,944,1,0,0,3,-1,0,0,0
44,4,1,2,0,764,0,1,0,5,-1,0,0,0
42,1,0,1,0,0,0,0,0,2,-1,0,0,0
28,4,0,1,0,-76,0,1,0,2,-1,0,0,0
43,3,1,0,0,1283,0,0,0,1,-1,0,0,0
31,4,1,2,0,1343,1,1,0,1,-1,0,0,0
32,0,2,2,0,272,1,0,0,2,-1,0,0,0
38,4,1,2,0,7124,0,0,0,6,-1,0,0,0
38,2,0,2,0,7929,0,0,0,3,-1,0,0,0
32,10,2,2,0,336,1,0,0,1,-1,0,0,0
58,2,1,1,0,496,0,0,0,1,-1,0,0,1
37,1,1,1,0,346,1,0,0,1,316,1,0,0
48,7,0,1,0,403,1,0,0,1,-1,0,0,0
43,9,2,1,0,799,1,1,0,3,-1,0,0,0
29,4,1,2,0,941,1,0,0,11,-1,0,0,0
38,4,2,2,0,8669,1,0,1,6,-1,0,0,0
43,4,1,1,0,498,1,0,0,5,-1,0,0,0
33,4,1,2,0,23,1,1,0,1,-1,0,0,0
58,7,0,1,0,462,0,0,0,1,-1,0,0,1
37,9,2,1,0,18,0,0,0,2,-1,0,0,0
26,9,2,2,0,192,1,0,0,1,-1,0,0,0
39,4,1,1,0,11835,1,0,0,2,-1,0,0,1
60,3,1,1,0,10285,0,0,0,2,-1,0,0,0
26,8,2,2,0,2182,1,0,0,1,292,1,1,0
39,1,1,1,0,366,1,0,0,5,-1,0,0,0
37,9,1,1,0,474,1,0,0,1,322,1,0,0
58,9,1,1,0,5618,1,0,0,1,-1,0,0,0
36,1,1,0,0,-402,0,0,0,6,-1,0,0,0
44,2,1,2,0,1,1,0,0,2,-1,0,0,0
43,3,1,0,0,0,1,0,0,3,-1,0,0,0
30,4,2,2,0,5359,0,0,0,1,98,1,2,1
35,4,1,2,0,1041,0,0,0,1,120,3,1,0
38,4,1,2,0,0,1,0,0,1,-1,0,0,0
45,0,1,1,0,194,0,0,0,4,-1,0,0,0
55,1,1,0,0,0,1,1,0,5,-1,0,0,0
40,7,0,1,0,105,1,0,0,2,-1,0,0,0
33,4,2,2,0,2934,0,0,0,1,-1,0,0,0
47,1,1,1,0,125,0,0,0,2,-1,0,0,0
48,9,1,2,0,0,0,0,1,15,-1,0,0,0
39,9,1,1,0,0,1,1,0,1,-1,0,0,0
31,4,1,2,0,156,0,0,0,2,-1,0,0,0
51,1,1,0,0,581,0,0,0,4,-1,0,0,0
38,6,1,2,0,2084,1,0,0,2,330,2,0,0
33,4,1,2,0,415,0,0,0,5,167,1,1,0
26,9,2,1,0,57,1,0,0,2,-1,0,0,0
55,7,2,1,0,-40,1,0,0,2,-1,0,0,0
33,7,1,1,0,7,1,0,0,1,-1,0,0,0
38,1,1,0,0,2569,0,0,0,1,-1,0,0,0
56,7,0,1,0,1877,1,0,0,1,-1,0,0,0
27,1,0,1,0,0,1,0,1,1,359,3,0,0
30,10,0,2,0,1718,1,0,0,4,126,2,0,0
28,4,2,2,0,939,1,0,0,1,-1,0,0,1
36,10,1,1,0,1766,0,0,0,2,-1,0,0,1
32,0,2,1,0,-267,0,1,0,1,-1,0,0,0
42,7,0,1,0,257,1,0,0,2,-1,0,0,1
48,1,1,1,0,2054,1,0,0,2,-1,0,0,0
52,6,1,2,0,583,1,0,0,1,-1,0,0,0
33,0,1,2,0,205,0,0,0,2,-1,0,0,0
60,4,1,2,0,6657,1,0,0,19,-1,0,0,0
27,8,2,1,0,2183,0,0,0,3,-1,0,0,0
54,9,1,1,0,0,0,0,0,5,192,8,1,1
59,4,1,2,0,3779,0,0,0,3,-1,0,0,0
53,5,1,0,0,61,0,1,0,1,-1,0,0,0
31,0,2,1,0,513,1,0,0,1,-1,0,0,0
35,0,1,1,0,725,1,0,0,7,133,1,0,0
39,1,1,1,0,18,0,0,0,3,-1,0,0,0
44,9,1,1,0,-372,1,0,0,3,-1,0,0,0
56,10,1,1,0,2552,1,0,0,2,-1,0,0,0
60,3,1,2,0,443,0,0,0,1,-1,0,0,0
24,8,2,1,0,82,1,0,0,2,-1,0,0,0
37,4,2,2,0,600,1,0,0,1,-1,0,0,0
30,0,2,1,0,939,1,0,0,1,-1,0,0,0
57,4,1,2,0,246,1,0,0,2,-1,0,0,0
52,7,1,0,0,911,0,0,0,2,-1,0,0,0
60,5,1,0,0,6307,1,0,0,1,-1,0,0,0
32,1,1,1,0,476,1,0,0,9,-1,0,0,1
41,7,1,1,0,650,1,0,0,5,-1,0,0,0
27,9,1,1,0,512,1,0,0,1,-1,0,0,0
48,1,1,1,0,1159,1,1,0,9,-1,0,0,0
50,4,1,1,0,2910,0,0,1,1,-1,0,0,0
34,4,2,2,0,705,1,0,0,3,-1,0,0,0
45,4,1,2,0,385,0,1,0,16,-1,0,0,0
54,5,0,2,0,349,1,0,0,1,-1,0,0,0
47,4,1,2,0,122,0,1,0,1,-1,0,0,0
71,5,1,1,0,1712,0,0,0,1,-1,0,0,1
28,0,2,1,0,2736,0,0,0,1,-1,0,0,1
51,9,1,2,0,0,0,0,0,2,66,2,2,1
40,0,1,1,0,223,1,0,0,1,-1,0,0,0
31,9,2,1,0,816,0,0,0,2,-1,0,0,0
34,1,2,0,0,279,1,0,0,1,357,1,0,0
36,4,1,2,0,1604,1,0,0,3,-1,0,0,0
28,4,2,2,0,5474,0,0,0,4,191,5,2,0
77,5,1,0,0,29340,0,0,0,1,91,2,1,1
59,1,1,0,0,10,1,0,0,3,-1,0,0,0
37,4,1,2,0,0,1,0,0,2,169,3,0,0
29,1,1,1,0,844,1,0,0,2,-1,0,0,0
59,4,1,0,0,252,1,1,0,1,175,2,0,0
50,1,1,1,0,2065,0,0,0,2,-1,0,0,0
74,5,1,1,0,3771,0,0,1,1,-1,0,0,0
34,4,1,1,0,-294,1,0,0,2,-1,0,0,0
33,1,0,1,0,865,1,0,0,2,-1,0,0,0
29,1,1,1,0,358,0,0,0,5,-1,0,0,0
47,4,1,1,0,555,1,0,0,1,-1,0,0,0
34,4,1,2,0,714,1,0,0,4,113,27,0,0
49,6,0,1,0,-478,1,1,0,1,-1,0,0,0
23,8,2,1,0,1234,0,0,0,1,91,1,2,1
28,0,1,1,0,-31,1,0,0,1,-1,0,0,0
34,1,1,0,0,1873,1,0,0,1,-1,0,0,0
40,3,0,1,0,1194,1,0,0,2,-1,0,0,0
29,6,1,2,0,4,0,0,0,1,-1,0,0,0
52,1,1,0,0,0,0,0,0,4,-1,0,0,0
34,9,1,1,0,210,1,1,0,1,-1,0,0,0
42,2,1,2,0,859,0,0,0,10,-1,0,0,0
48,6,1,1,0,4746,1,0,0,11,-1,0,0,0
35,0,1,1,0,190,1,0,0,3,-1,0,0,0
31,9,1,2,0,22,0,0,0,5,-1,0,0,0
77,5,1,1,0,1208,0,0,1,4,-1,0,0,0
60,4,0,0,0,38,1,0,0,4,-1,0,0,0
39,4,1,2,0,0,0,0,0,4,-1,0,0,0
38,4,1,1,0,16236,1,0,0,3,-1,0,0,0
26,9,2,2,0,1274,0,0,1,2,-1,0,0,0
36,1,1,1,0,2894,1,0,0,1,-1,0,0,0
29,0,2,1,0,719,0,0,0,1,-1,0,0,0
47,1,2,1,0,152,1,0,0,3,271,4,0,0
39,1,1,1,0,0,1,0,0,1,7,2,0,0
45,1,1,1,0,9680,0,0,0,4,-1,0,0,0
33,1,1,0,0,134,1,0,0,2,-1,0,0,0
46,1,1,0,0,977,0,1,1,3,-1,0,0,1
38,7,1,2,0,535,1,0,0,2,-1,0,0,0
40,10,2,2,0,7968,0,0,0,1,-1,0,0,1
41,10,1,1,0,0,0,0,0,14,-1,0,0,0
34,1,1,1,0,129,1,0,0,2,-1,0,0,0
36,4,0,2,0,668,1,0,0,1,-1,0,0,0
32,4,2,2,0,191,0,0,0,4,-1,0,0,0
36,4,2,1,0,278,0,0,0,2,-1,0,0,0
33,4,2,2,0,935,0,0,0,2,92,8,2,1
33,4,1,1,0,2858,1,1,0,1,298,5,0,0
51,4,1,2,0,615,1,0,0,1,-1,0,0,0
39,9,1,1,0,0,0,0,0,3,-1,0,0,0
42,1,1,0,0,0,0,0,0,2,-1,0,0,0
29,8,2,1,0,872,1,0,0,1,-1,0,0,0
30,9,1,2,0,1454,0,0,1,3,-1,0,0,0
38,3,1,0,0,3577,0,0,0,2,-1,0,0,0
46,4,2,2,0,1631,1,0,0,1,-1,0,0,0
50,4,1,1,0,-44,1,0,0,1,-1,0,0,0
54,2,1,1,0,19,1,0,0,1,368,1,0,0
37,1,1,0,0,213,0,1,0,1,-1,0,0,0
80,5,1,1,0,87,0,0,1,2,-1,0,0,0
25,9,2,2,0,468,1,0,0,1,-1,0,0,0
37,9,2,1,0,3326,1,0,0,1,-1,0,0,1
58,4,1,2,0,2764,0,0,0,1,196,1,0,0
51,3,1,0,0,3073,0,0,0,1,-1,0,0,0
40,9,1,1,0,-496,0,0,1,2,-1,0,0,0
37,0,0,2,0,43,1,0,0,2,-1,0,0,0
33,1,2,1,0,307,1,0,0,2,-1,0,0,0
36,0,2,1,0,119,0,0,0,2,-1,0,0,0
30,4,2,2,0,0,0,0,0,2,-1,0,0,0
46,0,0,1,0,1342,1,0,0,1,-1,0,0,0
35,2,1,0,0,-394,1,0,0,3,-1,0,0,0
43,6,1,1,0,274,0,0,0,4,-1,0,0,0
27,4,2,2,0,8,0,0,1,2,-1,0,0,0
32,9,2,2,0,2185,0,0,0,2,-1,0,0,0
33,6,1,2,0,576,1,0,0,3,-1,0,0,0
39,4,2,2,0,220,1,0,0,2,-1,0,0,0
52,4,1,2,0,0,1,0,0,1,249,1,0,0
56,4,2,1,0,237,1,0,1,4,-1,0,0,0
37,4,1,2,0,0,1,0,1,8,-1,0,0,0
25,7,2,1,0,2311,0,1,0,2,-1,0,0,1
50,6,1,1,0,36,0,0,0,10,-1,0,0,0
54,4,1,2,0,2452,1,0,0,3,-1,0,0,0
42,7,1,1,0,1048,1,0,0,1,-1,0,0,0
41,4,0,2,0,20479,0,0,0,2,-1,0,0,0
45,9,1,1,0,0,1,0,0,1,-1,0,0,1
34,9,2,1,0,0,0,0,0,2,-1,0,0,0
37,4,1,1,0,676,0,0,1,2,-1,0,0,0
51,2,0,2,0,4,1,1,0,5,-1,0,0,0
45,4,1,2,0,706,1,1,0,2,-1,0,0,0
50,0,1,0,0,246,1,0,0,2,299,5,0,0
51,2,1,1,0,0,1,0,0,1,300,2,0,0
48,4,2,1,0,7,0,0,0,1,-1,0,0,0
33,4,1,2,0,403,1,0,0,2,-1,0,0,0
46,7,1,0,0,43,1,0,0,5,-1,0,0,0
56,7,1,1,0,1150,0,1,0,1,117,3,0,0
36,4,1,2,0,6404,1,1,1,1,-1,0,0,0
47,1,1,0,0,2269,1,0,0,1,279,2,0,0
53,1,1,1,0,4380,0,0,1,7,-1,0,0,0
54,6,1,2,0,1510,0,0,1,2,-1,0,0,0
50,4,0,2,0,2564,1,0,0,4,113,8,0,0
40,1,1,0,0,4608,1,0,1,2,156,1,0,0
46,6,1,1,0,567,0,0,0,10,-1,0,0,0
26,1,1,1,0,245,1,0,0,2,-1,0,0,0
34,4,1,2,0,402,1,0,0,2,-1,0,0,0
72,5,1,1,0,1940,0,0,1,2,-1,0,0,1
35,1,2,1,0,2298,0,0,0,4,-1,0,0,0
34,9,2,1,0,0,0,0,0,6,-1,0,0,0
45,7,1,1,0,1064,0,0,0,6,-1,0,0,0
37,4,2,2,0,0,0,0,0,1,-1,0,0,1
39,9,2,1,0,1104,0,0,0,2,105,2,2,0
48,1,1,1,0,794,0,0,0,6,-1,0,0,0
49,4,1,2,0,223,0,0,0,22,-1,0,0,0
77,5,0,0,0,639,0,0,1,7,-1,0,0,0
46,3,2,1,0,198,1,0,0,1,350,1,1,0
28,9,1,1,0,448,1,0,0,2,346,3,1,0
24,9,2,1,0,3926,1,0,0,2,-1,0,0,0
40,10,2,1,0,350,1,0,0,1,-1,0,0,0
32,0,2,1,0,73,1,0,0,1,-1,0,0,0
75,5,0,1,0,2199,0,0,1,1,-1,0,0,0
33,4,1,1,0,4385,0,1,0,1,-1,0,0,0
36,4,0,2,0,133,1,0,0,1,-1,0,0,0
58,6,1,2,0,6237,1,0,0,2,-1,0,0,0
51,7,1,1,0,53,1,0,0,2,-1,0,0,0
60,4,1,2,0,0,0,0,0,6,-1,0,0,0
50,1,0,1,0,2812,1,0,0,37,-1,0,0,0
50,4,0,2,0,356,0,0,0,2,358,5,1,0
46,4,0,2,0,2166,1,0,0,1,-1,0,0,1
34,7,1,1,0,409,1,0,0,4,-1,0,0,0
26,7,1,1,0,2063,1,1,0,1,-1,0,0,0
55,4,0,2,0,608,1,0,0,2,-1,0,0,0
37,0,1,1,0,1123,0,1,0,1,-1,0,0,0
33,6,2,2,0,2155,0,0,0,1,-1,0,0,0
40,4,1,2,0,0,0,0,0,7,-1,0,0,0
32,0,1,2,0,118,0,0,0,4,176,10,0,0
49,1,2,1,0,-367,1,0,0,1,207,1,0,0
37,9,2,2,0,0,1,0,0,6,-1,0,0,1
50,9,1,1,0,-353,1,1,0,1,175,2,0,0
46,1,1,0,0,2023,1,0,0,1,-1,0,0,0
33,1,1,1,0,-10,1,0,0,1,-1,0,0,0
48,4,1,2,0,879,0,0,0,3,-1,0,0,0
35,9,1,2,0,7951,0,1,0,1,-1,0,0,0
31,9,2,2,0,665,1,0,0,1,-1,0,0,0
30,4,2,2,0,73,0,0,0,6,-1,0,0,0
56,9,1,1,0,61,0,1,0,1,-1,0,0,0
41,9,2,1,0,-41,1,1,0,1,-1,0,0,0
60,5,0,1,0,2047,1,0,1,3,-1,0,0,0
37,6,1,1,0,1523,0,1,0,2,-1,0,0,0
28,0,1,2,0,153,1,0,0,1,-1,0,0,0
48,7,0,1,0,105,0,0,0,2,-1,0,0,0
27,9,2,2,0,290,0,0,0,1,-1,0,0,0
36,7,2,1,0,1227,1,1,0,5,341,3,0,1
34,8,1,2,0,387,1,0,0,3,-1,0,0,0
29,6,2,1,0,0,0,0,0,2,-1,0,0,0
29,1,2,0,0,-24,1,0,0,1,-1,0,0,0
35,9,0,1,0,-281,0,0,0,1,-1,0,0,0
45,9,1,1,0,760,0,0,0,2,-1,0,0,0
38,4,1,2,0,6999,0,0,0,2,-1,0,0,0
36,1,2,0,0,367,0,0,0,1,-1,0,0,0
31,9,2,1,0,433,0,0,0,2,-1,0,0,0
25,1,1,1,0,895,0,0,0,3,-1,0,0,0
60,1,1,0,0,6271,1,0,0,2,254,5,0,0
50,9,1,1,0,156,0,1,0,3,-1,0,0,1
51,2,1,2,0,3,0,0,0,2,-1,0,0,0
52,9,1,2,0,2557,0,0,0,5,204,2,2,1
35,1,2,1,0,3508,1,0,0,3,-1,0,0,0
46,1,1,0,0,0,1,0,0,9,-1,0,0,0
51,0,0,1,0,2195,1,0,0,1,-1,0,0,0
36,9,1,2,0,4596,1,0,0,2,-1,0,0,1
55,7,1,1,0,2120,0,0,0,3,-1,0,0,0
37,4,1,2,0,4089,1,0,0,2,174,4,1,1
46,0,0,1,0,98,1,1,0,1,-1,0,0,0
43,5,1,1,0,808,0,0,0,3,-1,0,0,0
26,9,2,1,0,8,0,0,0,1,-1,0,0,0
48,5,1,1,0,74,0,1,0,1,-1,0,0,0
33,1,1,1,0,1130,1,0,0,1,-1,0,0,0
35,1,1,1,0,247,1,1,0,1,352,5,0,0
59,1,1,1,0,-1336,0,1,0,2,-1,0,0,0
32,4,2,2,0,27,1,0,0,1,-1,0,0,0
49,0,1,1,0,272,0,1,1,18,-1,0,0,0
36,4,1,2,0,0,1,0,0,3,29,4,2,0
35,10,1,2,0,1057,1,0,0,2,-1,0,0,0
35,1,1,1,0,314,1,0,0,1,-1,0,0,0
41,3,1,0,0,322,0,0,0,1,324,2,0,0
53,4,2,1,0,5558,1,0,0,6,189,3,0,0
32,9,1,2,0,3850,1,0,0,4,-1,0,0,0
83,5,1,2,0,4761,0,0,1,1,-1,0,0,1
33,1,2,1,0,706,1,0,0,1,322,1,0,0
34,9,0,1,0,49,0,0,0,1,-1,0,0,0
54,4,0,2,0,3473,1,0,0,2,-1,0,0,0
44,4,2,2,0,639,0,0,0,12,-1,0,0,0
60,2,1,0,0,0,0,0,0,1,-1,0,0,0
31,4,1,2,0,0,1,0,0,2,167,1,0,0
36,7,2,1,0,-253,1,0,0,1,-1,0,0,1
50,9,1,1,0,1824,1,0,1,8,-1,0,0,0
41,10,1,1,0,0,0,0,0,2,-1,0,0,0
53,9,1,1,0,2052,1,0,0,1,-1,0,0,0
36,0,2,1,0,0,0,0,0,1,-1,0,0,0
37,1,1,1,0,969,1,0,0,2,-1,0,0,0
44,1,0,1,0,221,0,0,0,13,-1,0,0,0
32,2,1,2,0,598,0,0,0,6,-1,0,0,0
26,7,1,1,0,-379,1,1,0,7,-1,0,0,1
44,9,1,1,0,1127,1,0,0,4,-1,0,0,0
31,9,2,2,0,2807,0,0,0,1,-1,0,0,1
37,4,2,2,0,230,1,1,0,2,272,1,0,0
59,1,0,1,0,-361,0,1,0,3,-1,0,0,0
26,1,2,0,0,-295,1,0,0,1,-1,0,0,0
36,4,2,2,0,227,0,1,0,4,-1,0,0,0
35,4,2,2,0,714,1,0,0,2,224,22,0,0
56,4,1,0,0,405,0,0,0,2,-1,0,0,0
26,4,2,2,0,114,1,0,0,1,-1,0,0,1
52,0,1,0,0,270,1,0,0,2,-1,0,0,0
46,10,2,1,0,2052,0,0,0,1,-1,0,0,0
33,4,2,2,0,4128,1,0,0,6,-1,0,0,0
35,4,2,2,0,1891,1,0,0,3,270,5,0,0
42,10,1,0,1,-581,1,0,0,1,370,2,0,0
32,9,2,1,0,1107,0,0,0,8,-1,0,0,0
28,1,1,0,0,0,1,0,0,2,-1,0,0,0
52,1,1,1,0,-98,1,0,0,1,-1,0,0,0
43,7,2,1,0,-63,1,0,0,3,374,1,1,0
52,4,1,1,0,2216,1,1,0,1,332,8,0,0
54,4,1,0,0,2587,0,0,0,2,-1,0,0,1
60,4,0,2,0,366,0,0,0,1,-1,0,0,1
26,4,2,2,0,828,1,0,0,1,199,1,0,1
52,3,1,1,0,234,0,0,0,1,-1,0,0,0
35,1,0,1,0,0,1,0,0,2,-1,0,0,0
54,10,0,1,0,925,0,0,0,1,-1,0,0,0
53,9,0,1,0,4856,1,0,0,1,-1,0,0,0
30,9,2,1,0,-522,1,1,0,2,286,6,0,1
31,4,2,2,0,3967,1,0,0,1,182,1,0,0
59,5,1,0,0,3400,1,0,0,3,-1,0,0,1
43,6,1,2,0,4324,1,0,0,1,-1,0,0,0
58,1,1,1,0,9,0,0,0,23,-1,0,0,0
36,4,1,2,0,699,0,0,0,1,-1,0,0,0
58,5,1,0,0,1241,0,0,0,2,-1,0,0,1
60,4,1,2,0,553,1,0,0,1,210,3,2,0
32,9,1,1,0,3095,0,0,0,10,-1,0,0,0
52,0,1,1,0,101,1,1,0,4,-1,0,0,0
43,7,2,1,0,370,1,0,0,1,-1,0,0,0
38,0,2,1,0,-213,1,1,0,1,-1,0,0,0
32,9,2,2,0,2340,0,0,0,2,-1,0,0,1
34,4,1,2,0,0,1,0,0,2,-1,0,0,0
38,1,1,1,0,97,1,0,0,2,-1,0,0,0
40,4,1,2,1,-1036,1,1,0,2,-1,0,0,0
38,7,2,1,0,322,1,0,0,1,-1,0,0,0
45,0,1,1,0,820,1,0,0,2,-1,0,0,0
42,4,2,2,0,1608,0,0,0,21,-1,0,0,0
40,4,1,2,0,713,0,0,0,3,-1,0,0,0
53,0,1,1,0,109,0,0,1,1,120,1,2,0
31,4,2,2,0,9421,0,0,0,1,-1,0,0,1
46,1,1,1,0,1660,1,0,0,1,-1,0,0,0
42,4,1,1,0,71,0,0,0,1,-1,0,0,0
33,0,2,1,0,346,1,0,0,7,354,2,1,0
54,1,1,1,0,1480,1,0,0,1,-1,0,0,0
48,4,1,1,0,99,1,0,0,1,-1,0,0,0
30,0,2,1,0,-1,1,0,0,1,-1,0,0,0
34,4,2,1,0,31,1,0,0,14,-1,0,0,0
34,2,2,1,1,-200,0,1,0,5,-1,0,0,0
38,1,1,0,0,406,1,0,0,1,188,5,0,0
50,4,1,2,0,4315,1,0,0,11,-1,0,0,0
60,1,1,1,0,3563,0,0,0,2,-1,0,0,0
54,1,1,0,0,95,0,0,0,1,-1,0,0,0
42,9,1,1,0,2980,0,0,0,3,-1,0,0,0
46,1,1,0,0,1483,1,0,0,3,-1,0,0,0
40,4,1,2,0,416,1,0,0,2,-1,0,0,0
41,1,1,1,0,217,1,0,0,2,344,1,0,0
34,1,2,1,0,-199,0,0,0,10,-1,0,0,0
37,4,1,2,0,784,1,0,0,3,-1,0,0,0
60,5,1,0,0,1369,0,1,0,2,-1,0,0,0
37,4,0,2,0,0,1,0,0,5,-1,0,0,0
41,1,1,0,0,201,1,0,0,1,-1,0,0,1
53,5,1,1,0,136,0,0,0,1,-1,0,0,0
44,0,0,1,0,-179,1,0,0,1,-1,0,0,0
32,7,2,1,0,6983,0,0,0,1,-1,0,0,1
48,9,1,1,0,759,1,0,0,5,-1,0,0,0
31,6,2,2,0,91,0,0,0,1,-1,0,0,0
43,1,1,0,0,778,1,1,0,5,-1,0,0,0
33,4,2,2,0,5437,0,0,0,1,91,1,0,1
37,10,1,1,0,63,0,0,0,1,-1,0,0,0
30,4,1,2,0,1239,0,0,0,5,-1,0,0,0
50,1,1,0,0,-141,1,0,0,2,-1,0,0,0
34,0,1,1,0,613,1,0,0,1,-1,0,0,0
41,1,1,1,0,514,0,1,1,3,-1,0,0,0
30,0,1,1,0,695,1,0,0,2,-1,0,0,0
73,5,1,1,0,2850,0,0,0,1,40,8,0,1
44,7,0,1,0,0,1,0,0,2,370,2,0,0
37,1,1,0,0,907,1,0,0,1,-1,0,0,0
51,1,1,0,0,63,1,1,0,4,-1,0,0,0
35,0,0,1,0,1085,0,0,0,6,97,12,1,1
71,4,1,2,0,353,0,0,0,1,93,2,0,0
42,9,1,1,0,233,0,0,0,1,231,4,0,0
25,1,1,1,0,300,1,1,0,3,-1,0,0,0
33,9,2,2,0,317,1,0,0,1,80,14,1,1
42,1,1,0,0,1288,1,0,0,1,-1,0,0,0
58,9,1,2,0,332,0,0,0,3,-1,0,0,0
46,2,1,0,0,8873,1,0,0,2,-1,0,0,0
43,4,2,1,0,181,0,0,1,1,-1,0,0,0
29,4,2,2,0,1445,0,0,0,2,-1,0,0,1
28,9,2,2,0,865,0,0,0,1,-1,0,0,0
36,0,0,1,0,0,1,0,0,2,-1,0,0,0
37,5,1,1,0,-252,0,0,0,3,-1,0,0,0
23,4,1,2,0,175,1,0,0,1,-1,0,0,0
44,1,1,0,0,2467,1,0,0,1,-1,0,0,0
31,3,2,1,0,540,0,0,0,3,-1,0,0,0
30,4,2,2,0,355,1,0,0,2,-1,0,0,0
49,4,1,2,0,4374,1,0,0,3,-1,0,0,0
69,5,1,2,0,473,0,0,0,1,106,2,0,0
52,1,1,0,0,1007,1,0,0,2,-1,0,0,0
36,4,2,2,0,891,1,0,0,5,-1,0,0,0
43,4,1,2,0,8,0,0,0,4,-1,0,0,0
31,7,2,1,0,481,1,0,0,2,-1,0,0,0
37,4,2,2,0,0,1,0,0,1,344,1,0,0
55,1,1,0,0,2896,0,0,0,3,-1,0,0,0
44,4,1,2,0,5004,0,0,0,2,-1,0,0,0
32,4,2,2,0,334,0,0,0,14,-1,0,0,0
47,0,1,1,0,989,0,0,0,1,-1,0,0,0
54,4,1,1,0,1394,1,0,0,5,-1,0,0,0
41,0,1,0,0,4488,1,0,0,1,-1,0,0,0
32,4,2,2,0,574,1,0,0,1,127,2,0,0
32,6,2,2,0,312,1,0,0,2,-1,0,0,0
41,4,1,1,0,944,0,0,0,2,-1,0,0,0
46,4,0,2,0,1329,0,0,0,2,-1,0,0,1
31,1,2,1,0,823,1,1,0,1,-1,0,0,0
54,1,1,0,0,2281,1,0,0,1,-1,0,0,0
30,4,2,2,0,1761,1,0,0,2,294,1,1,0
35,1,1,1,0,474,1,0,0,3,-1,0,0,0
47,9,1,0,0,12531,1,0,0,3,-1,0,0,0
38,1,2,2,0,797,1,0,0,4,-1,0,0,0
34,9,1,2,0,0,1,0,0,12,-1,0,0,0
53,2,1,2,0,71,0,1,0,1,-1,0,0,0
30,9,2,2,0,445,1,0,0,1,-1,0,0,0
43,2,1,1,0,0,1,0,1,3,-1,0,0,0
37,4,1,2,0,0,1,0,0,1,-1,0,0,0
43,4,1,2,0,5670,1,0,0,4,189,2,0,0
31,7,1,2,0,309,1,1,0,1,-1,0,0,0
50,4,1,2,0,4904,1,0,0,2,-1,0,0,0
29,4,1,2,0,482,0,0,0,1,-1,0,0,0
50,9,1,2,0,3117,0,0,0,2,164,1,0,0
38,9,1,2,0,447,1,0,0,1,269,1,0,0
60,5,1,1,0,1524,0,0,0,1,-1,0,0,0
41,4,0,2,0,902,1,0,0,1,-1,0,0,0
30,1,1,1,0,0,0,0,0,3,-1,0,0,0
40,9,1,1,0,214,0,0,0,6,-1,0,0,0
30,7,1,1,0,152,1,0,0,2,-1,0,0,0
50,1,1,1,0,3988,0,0,0,4,-1,0,0,0
35,4,1,1,0,839,1,0,0,3,-1,0,0,0
29,0,2,1,0,291,0,0,0,9,-1,0,0,0
43,4,1,2,0,0,1,0,0,1,-1,0,0,0
55,7,0,0,0,96,1,1,0,2,-1,0,0,0
51,1,1,0,0,91,0,1,0,2,-1,0,0,0
33,4,1,2,0,1323,0,0,0,1,-1,0,0,1
30,1,2,1,0,3532,1,0,0,5,-1,0,0,0
54,3,1,0,0,1319,1,0,1,2,-1,0,0,0
21,1,2,1,0,2265,0,0,0,4,99,2,2,0
50,2,0,2,0,541,0,0,0,1,-1,0,0,0
33,0,2,1,0,-281,1,1,0,1,-1,0,0,0
40,6,1,1,1,-754,1,1,0,3,-1,0,0,1
40,7,1,1,0,695,1,0,0,1,348,10,0,0
42,10,1,1,0,0,1,1,0,1,330,12,0,0
33,1,1,1,0,328,1,0,0,2,182,1,0,0
30,10,2,1,0,79,0,1,0,2,196,1,0,0
51,1,1,0,0,176,0,1,0,2,-1,0,0,0
42,4,2,2,0,7560,0,0,0,1,-1,0,0,1
