CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH
2.3,1144.0,150.0,11.9,1046.0,180.0,682.0,109.0,1564.0,879.0,40.7,17.0,1.2793
1.5,1097.0,148.0,9.4,956.0,139.0,827.0,68.0,1620.0,1047.0,12.9,66.5,0.9846
1.8,1093.0,150.0,7.8,893.0,90.0,677.0,83.0,1678.0,927.0,26.9,49.6,1.7299
1.3,898.0,150.0,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235
2.1,1226.0,150.0,6.9,853.0,321.0,725.0,129.0,1307.0,1029.0,13.6,68.9,1.0661
1.1,959.0,150.0,6.8,848.0,91.0,859.0,84.0,1572.0,739.0,25.0,41.6,1.301
1.1,894.0,66.0,4.0,710.0,61.0,1209.0,70.0,1200.0,611.0,22.3,22.4,0.5955
1.9,1236.0,150.0,8.1,901.0,262.0,628.0,128.0,1311.0,1108.0,16.9,50.9,0.9714
0.2,918.0,150.0,4.3,729.0,176.0,904.0,114.0,1014.0,639.0,9.4,53.6,0.6333
1.7,1036.0,150.0,10.2,986.0,113.0,776.0,112.0,1614.0,868.0,24.8,36.8,1.1357
3.7,1372.0,150.0,23.2,1382.0,202.0,568.0,181.0,2268.0,1441.0,36.9,27.8,1.7099
1.8,910.0,150.0,4.0,712.0,94.0,872.0,42.0,1341.0,836.0,19.6,66.9,1.5125
1.8,1649.0,150.0,33.6,1633.0,180.0,584.0,109.0,2328.0,1745.0,23.8,33.7,0.9786
1.4,867.0,150.0,3.7,694.0,183.0,906.0,134.0,858.0,539.0,13.8,30.6,0.479
2.0,1235.0,150.0,13.3,1094.0,111.0,756.0,107.0,1729.0,907.0,31.3,22.3,1.0043
1.2,960.0,150.0,6.3,828.0,55.0,971.0,54.0,1565.0,617.0,19.9,55.2,1.2701
3.9,1445.0,150.0,18.8,1263.0,551.0,464.0,194.0,1500.0,1844.0,18.8,37.3,0.8031
4.2,1480.0,460.0,21.0,1324.0,215.0,622.0,122.0,2162.0,1623.0,20.8,54.4,1.3194
1.8,1242.0,150.0,9.9,973.0,99.0,856.0,106.0,1632.0,819.0,26.8,33.5,1.1602
1.8,968.0,150.0,4.3,730.0,180.0,858.0,109.0,1388.0,913.0,21.3,61.0,1.529
2.2,1259.0,150.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989
1.7,1093.0,150.0,9.1,944.0,71.0,711.0,85.0,1655.0,785.0,29.5,42.7,1.7316
2.2,1376.0,80.0,9.2,948.0,172.0,1092.0,122.0,1584.0,1203.0,11.0,60.0,0.7867
1.8,1279.0,150.0,14.0,1116.0,180.0,587.0,109.0,1668.0,1268.0,24.7,48.2,1.4802
0.6,879.0,150.0,1.0,495.0,75.0,1147.0,73.0,753.0,623.0,3.3,44.6,0.3499
1.3,1092.0,150.0,6.4,831.0,249.0,720.0,100.0,1143.0,1090.0,4.3,76.1,0.6395
0.5,820.0,150.0,1.5,541.0,18.0,1450.0,28.0,1360.0,377.0,15.7,64.5,1.14
1.5,1047.0,150.0,9.7,965.0,268.0,737.0,79.0,1606.0,1075.0,18.3,71.0,1.4807
1.5,1077.0,150.0,7.1,859.0,71.0,790.0,73.0,1673.0,724.0,27.0,47.1,1.6573
1.8,868.0,150.0,3.0,652.0,180.0,962.0,109.0,1526.0,740.0,27.0,51.8,1.8147
3.4,1166.0,150.0,18.9,1265.0,481.0,640.0,174.0,1570.0,1502.0,26.1,24.8,0.8283
1.9,1131.0,150.0,8.6,925.0,276.0,638.0,147.0,1158.0,831.0,26.2,19.4,0.6491
2.8,1270.0,150.0,13.4,1098.0,558.0,572.0,123.0,1420.0,1463.0,10.0,83.6,1.0235
2.1,1183.0,150.0,7.9,896.0,456.0,673.0,205.0,1115.0,1140.0,6.9,48.8,0.4903
0.5,821.0,150.0,1.7,563.0,103.0,1270.0,74.0,807.0,678.0,4.7,49.0,0.4209
1.4,1039.0,150.0,5.2,774.0,227.0,786.0,133.0,949.0,1173.0,7.7,41.7,0.4387
0.5,869.0,150.0,2.8,638.0,180.0,1219.0,109.0,1213.0,586.0,24.2,38.5,1.1491
1.0,935.0,150.0,5.4,786.0,55.0,964.0,71.0,1389.0,954.0,17.4,43.4,0.8553
1.4,1019.0,150.0,7.7,889.0,54.0,787.0,65.0,1630.0,745.0,34.2,31.5,1.6675
2.3,1171.0,150.0,13.3,1093.0,117.0,669.0,105.0,1862.0,1205.0,26.1,45.3,1.5115
1.0,858.0,150.0,5.3,776.0,43.0,947.0,56.0,1431.0,498.0,38.1,21.1,1.3863
1.8,1031.0,150.0,8.0,901.0,180.0,775.0,109.0,1502.0,628.0,33.5,29.0,1.4797
1.3,1019.0,150.0,4.6,744.0,180.0,836.0,109.0,1000.0,1049.0,5.9,62.1,0.5806
0.9,927.0,150.0,3.8,702.0,210.0,932.0,147.0,847.0,750.0,9.0,34.5,0.398
0.9,979.0,150.0,3.9,707.0,235.0,851.0,120.0,959.0,1048.0,2.0,64.9,0.4657
0.6,857.0,150.0,2.3,604.0,126.0,1126.0,63.0,1091.0,740.0,12.4,68.3,0.9801
3.1,1113.0,150.0,13.4,1096.0,465.0,645.0,158.0,1092.0,1359.0,13.2,20.4,0.3074
2.9,1229.0,150.0,16.3,1188.0,237.0,557.0,97.0,2033.0,1412.0,24.5,66.2,2.0011
1.4,918.0,138.0,4.7,748.0,81.0,1228.0,76.0,1219.0,505.0,19.6,24.9,0.5625
1.3,962.0,81.0,5.3,776.0,89.0,1152.0,75.0,1279.0,550.0,14.2,36.8,0.5922
1.0,840.0,150.0,4.9,758.0,148.0,994.0,85.0,1189.0,829.0,17.1,46.8,0.9054
